-10.0,0.31919049574315106,0.4417782392321461
-9.75,0.005667847667723852,0.007844631329179532
-9.5,5.820052846474636E-4,8.055292162654485E-4
-9.25,0.001581694213287632,0.0021891569262518615
-9.0,7.661700658199023E-4,0.001060424001166572
-8.75,4.27535980760195E-4,5.917347017143457E-4
-8.5,0.0015505575449376071,0.0021460619635174506
-8.25,6.810475886166566E-4,9.426095342590456E-4
-8.0,6.487364984765005E-4,8.978891033560037E-4
-7.75,7.757647382267689E-4,0.0010737035866756769
-7.5,7.623361933867109E-4,0.0010551176983926358
-7.25,4.246684911537786E-4,5.877659290653052E-4
-7.0,2.402736909019511E-4,3.325527843594964E-4
-6.75,9.089741410975364E-4,0.0012580731598122417
-6.5,8.595258369085471E-4,0.0011896338264080109
-6.25,6.204350324244855E-4,8.58718225755035E-4
-6.0,0.0018527037461629284,0.00256424990629196
-5.75,0.0010380227312739316,0.0014366839258088417
-5.5,7.504172374657482E-4,0.0010386211691084883
-5.25,9.910110510563536E-4,0.001371617021916507
-5.0,0.004329025624464737,0.005991623633762
-4.75,0.002208037527198557,0.003056052557746657
-4.5,0.006094434157984663,0.008435051880734084
-4.25,0.0020393714277673323,0.0028226088511870474
-4.0,0.01910957591905496,0.026448766221367877
-3.75,0.014360395402844147,0.019875623743041915
-3.5,0.01666492727360987,0.023065230093164857
-3.25,0.010970649394333964,0.015184017811614502
-3.0,0.016161415520165808,0.02236834049640129
-2.75,0.020317031400734816,0.028119954943343396
-2.5,0.01854007822936322,0.025660548245099418
-2.25,0.017561567158321568,0.024306231923657953
-2.0,0.027516246695686173,0.03808408827210022
-1.75,0.019783128580114502,0.027381002339301835
-1.5,0.01641323945150835,0.022716879486342104
-1.25,0.021963606748657407,0.030398911139312486
-1.0,0.02408322245747295,0.03333258274976933
-0.75,0.018320588318113666,0.025356761422452058
-0.5,0.01816022328111631,0.025134806869845015
-0.25,0.014623512156035233,0.020239792656237796
0.0,0.29035813078332223,0.017814315748842336
0.25,0.012544929437783589,0.01736291309492873
0.5,0.009764761818142632,0.013514999162166953
0.75,0.009959139038036286,0.013784028557141666
1.0,0.007153951566421409,0.009901485691819877
1.25,0.0042380335527636825,0.005865685306160529
1.5,0.003964250752364874,0.005486753962322648
1.75,0.004253978757303497,0.005887754398065647
2.0,0.0021068462404106045,0.0029159979223517814
2.25,0.0017657866470083335,0.002443951578065479
2.5,0.0014842779038728732,0.0020543270794371967
2.75,8.770504862559394E-4,0.0012138889619308481
3.0,4.576196718470774E-4,6.333722825797274E-4
3.25,5.766344706688798E-4,7.980956968645091E-4
3.5,3.668705297196479E-4,5.077701836590116E-4
3.75,4.019081819833811E-4,5.562643353656963E-4
4.0,3.420032563545197E-5,4.73352428781401E-5
4.25,7.385610694883577E-5,1.0222115419956967E-4
4.5,1.9919451835107476E-5,2.7569681665160123E-5
4.75,3.1429726814271826E-5,4.3500572719838914E-5
5.0,6.179759764497171E-6,8.553147490438088E-6
5.25,3.4039195719183854E-6,4.711222968806745E-6
5.5,3.814149816133586E-6,5.279005523068633E-6
5.75,4.997372840759901E-6,6.916655112920382E-6
6.0,1.41668114343113E-6,1.960769225415814E-6
6.25,1.3768459850974106E-6,1.9056350458493729E-6
6.5,1.176499949651737E-6,1.6283444624619759E-6
6.75,2.5137491783521107E-7,3.479175290912396E-7
7.0,3.4342807436655637E-7,4.753244599069465E-7
7.25,4.779531587819618E-7,6.615150129408829E-7
7.5,3.786032822269504E-7,5.240089965721429E-7
7.75,2.494206962774811E-7,3.452127726202382E-7
8.0,2.0593484238202648E-7,2.850258177401678E-7
8.25,3.8631026444843076E-7,5.346759089050803E-7
8.5,7.300667726743692E-8,1.0104549404049693E-7
8.75,1.1149484428402736E-7,1.5431535916061753E-7
9.0,1.7345559521398853E-7,2.400726477152444E-7
9.25,5.226151743875688E-8,7.233298441402454E-8
9.5,3.6732712566311467E-7,5.0840213904188E-7
9.75,7.432174202879559E-8,1.0286562027388192E-7
10.0,4.142270276631607E-7,5.733143353699722E-7
