-10.0,9.385432522690099E-6,2.0448157821514668E-5
-9.75,5.446246209791849E-6,1.1865803921493607E-5
-9.5,2.648848772361409E-6,5.771079554578343E-6
-9.25,1.2549537165009718E-6,2.7341831707456594E-6
-9.0,3.0046936657887545E-6,6.546363221387642E-6
-8.75,2.3371022217813938E-6,5.091873492293872E-6
-8.5,6.443487437374158E-7,1.403850570784445E-6
-8.25,6.6809995034261665E-6,1.455597618130468E-5
-8.0,3.7824417663179348E-6,8.24085261935154E-6
-7.75,3.5718818560329745E-6,7.782103140733292E-6
-7.5,8.008266093715901E-6,1.7447708303809896E-5
-7.25,5.229112913985422E-6,1.1392732926606432E-5
-7.0,3.890365252904779E-6,8.475986853287023E-6
-6.75,1.2571660875341528E-5,2.7390032908559325E-5
-6.5,1.681130512255877E-5,3.6626998223113264E-5
-6.25,8.724828029221568E-6,1.900889064790395E-5
-6.0,6.648798848838673E-5,1.448582021722212E-4
-5.75,1.535169225807034E-5,3.344692163748802E-5
-5.5,4.388550942013985E-5,9.561390170683125E-5
-5.25,3.887531553979853E-5,8.469813038420691E-5
-5.0,1.939841708102045E-4,4.2263571018310284E-4
-4.75,3.0625103579623236E-4,6.672329163119671E-4
-4.5,4.307579950556818E-4,9.384977670963176E-4
-4.25,3.1699090206624946E-4,6.906319956767533E-4
-4.0,0.00116851233853963,0.002545852272346521
-3.75,0.003641825019839154,0.007934489176069133
-3.5,0.0021553028920247583,0.004695785045893348
-3.25,0.005090299077694784,0.011090297506031134
-3.0,0.004383377877466261,0.009550119551024734
-2.75,0.004701088739691832,0.010242320132797801
-2.5,0.008023587596802538,0.017481089451926512
-2.25,0.009978392377341777,0.02174004678458875
-2.0,0.013664839684715229,0.029771755089947068
-1.75,0.01630652374318967,0.03552722479383899
-1.5,0.015861766287649178,0.034558226229180346
-1.25,0.018736648785669448,0.04082176825515607
-1.0,0.02793374626133129,0.060859598182282724
-0.75,0.029703104681626333,0.06471452123815152
-0.5,0.024012819830462034,0.05231702731289221
-0.25,0.029985496317353498,0.0653297713846807
0.0,0.5662921827838023,0.05507541890893282
0.25,0.02998549631735352,0.06532977138468074
0.5,0.024012819830462023,0.052317027312892186
0.75,0.029703104681626333,0.06471452123815152
1.0,0.027933746261331285,0.06085959818228272
1.25,0.018736648785669434,0.04082176825515604
1.5,0.015861766287649178,0.034558226229180346
1.75,0.01630652374318967,0.03552722479383899
2.0,0.013664839684715225,0.02977175508994706
2.25,0.00997839237734178,0.02174004678458876
2.5,0.008023587596802538,0.017481089451926512
2.75,0.00470108873969183,0.010242320132797798
3.0,0.004383377877466262,0.009550119551024736
3.25,0.005090299077694784,0.011090297506031133
3.5,0.0021553028920247596,0.004695785045893351
3.75,0.0036418250198391538,0.007934489176069133
4.0,0.0011685123385396295,0.0025458522723465203
4.25,3.1699090206624924E-4,6.906319956767529E-4
4.5,4.3075799505568193E-4,9.384977670963178E-4
4.75,3.062510357962322E-4,6.672329163119668E-4
5.0,1.939841708102045E-4,4.226357101831029E-4
5.25,3.887531553979855E-5,8.469813038420695E-5
5.5,4.388550942013986E-5,9.561390170683127E-5
5.75,1.535169225807034E-5,3.344692163748802E-5
6.0,6.648798848838671E-5,1.4485820217222114E-4
6.25,8.72482802922157E-6,1.9008890647903954E-5
6.5,1.6811305122558772E-5,3.662699822311327E-5
6.75,1.2571660875341528E-5,2.7390032908559325E-5
7.0,3.89036525290478E-6,8.475986853287025E-6
7.25,5.229112913985422E-6,1.1392732926606432E-5
7.5,8.0082660937159E-6,1.7447708303809892E-5
7.75,3.5718818560329723E-6,7.782103140733287E-6
8.0,3.7824417663179348E-6,8.24085261935154E-6
8.25,6.6809995034261606E-6,1.4555976181304668E-5
8.5,6.443487437374158E-7,1.403850570784445E-6
8.75,2.337102221781393E-6,5.09187349229387E-6
9.0,3.004693665788756E-6,6.546363221387645E-6
9.25,1.254953716500972E-6,2.7341831707456598E-6
9.5,2.6488487723614106E-6,5.771079554578347E-6
9.75,5.446246209791852E-6,1.1865803921493614E-5
10.0,9.385432522690097E-6,2.0448157821514664E-5
