-10.0,0.0,0.0
-9.75,0.0,0.0
-9.5,0.0,0.0
-9.25,0.0,0.0
-9.0,0.0,0.0
-8.75,0.0,0.0
-8.5,0.0,0.0
-8.25,0.0,0.0
-8.0,0.0,0.0
-7.75,0.0,0.0
-7.5,0.0,0.0
-7.25,0.0,0.0
-7.0,0.0,0.0
-6.75,0.0,0.0
-6.5,0.0,0.0
-6.25,0.0,0.0
-6.0,0.0,0.0
-5.75,1.5324170498710254E-5,4.668795785390431E-5
-5.5,0.0,0.0
-5.25,6.0327085719775055E-5,1.8379777461825962E-4
-5.0,1.2414635691962106E-4,3.7823514689208507E-4
-4.75,8.582034118606086E-5,2.614677559636735E-4
-4.5,3.1091188912907484E-5,9.472513489169105E-5
-4.25,4.044009044268231E-4,0.0012320831580116768
-4.0,9.525187152737557E-4,0.002902026810358124
-3.75,9.411278002898052E-4,0.0028673222526965627
-3.5,0.0025818180923297147,0.007865992765564862
-3.25,0.0015965386693920754,0.004864154318498296
-3.0,0.0035999016782921798,0.010967775244242441
-2.75,0.003515063721033263,0.010709300505055155
-2.5,0.006975149156961536,0.021251099359167587
-2.25,0.0070445375212467125,0.021462504017421054
-2.0,0.008188914174545509,0.02494906199866402
-1.75,0.010787347858406493,0.032865677278328086
-1.5,0.018628151133423258,0.0567541541701473
-1.25,0.012523830736954874,0.0381561978617761
-1.0,0.02202908608513103,0.06711573998665635
-0.75,0.018868504462777373,0.05748643564090456
-0.5,0.016653279460609943,0.050737337440332285
-0.25,0.02065237705475697,0.06292133786925605
0.0,0.687481487261829,0.04785377110539981
0.25,0.020652377054757,0.06292133786925613
0.5,0.016653279460609943,0.050737337440332285
0.75,0.018868504462777394,0.05748643564090462
1.0,0.022029086085131024,0.06711573998665633
1.25,0.012523830736954874,0.0381561978617761
1.5,0.01862815113342325,0.056754154170147286
1.75,0.010787347858406491,0.032865677278328086
2.0,0.00818891417454551,0.024949061998664028
2.25,0.007044537521246709,0.021462504017421044
2.5,0.0069751491569615374,0.021251099359167594
2.75,0.003515063721033263,0.010709300505055155
3.0,0.0035999016782921798,0.010967775244242441
3.25,0.0015965386693920754,0.004864154318498296
3.5,0.0025818180923297147,0.007865992765564862
3.75,9.411278002898058E-4,0.0028673222526965645
4.0,9.525187152737558E-4,0.0029020268103581246
4.25,4.0440090442682306E-4,0.0012320831580116766
4.5,3.10911889129075E-5,9.47251348916911E-5
4.75,8.582034118606086E-5,2.614677559636735E-4
5.0,1.2414635691962108E-4,3.782351468920852E-4
5.25,6.032708571977504E-5,1.8379777461825957E-4
5.5,0.0,0.0
5.75,1.5324170498710258E-5,4.6687957853904316E-5
6.0,0.0,0.0
6.25,0.0,0.0
6.5,0.0,0.0
6.75,0.0,0.0
7.0,0.0,0.0
7.25,0.0,0.0
7.5,0.0,0.0
7.75,0.0,0.0
8.0,0.0,0.0
8.25,0.0,0.0
8.5,0.0,0.0
8.75,0.0,0.0
9.0,0.0,0.0
9.25,0.0,0.0
9.5,0.0,0.0
9.75,0.0,0.0
10.0,0.0,0.0
